Timestamp,Time,Temperature(C), Humidity(%), Moisture(%)
2025-04-08T17:46:22.010845,05:46 PM,16.0,65.0,86.0
2025-04-08T17:46:23.586277,05:46 PM,16.0,65.0,86.0
2025-04-08T17:46:25.156806,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:26.734538,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:28.294876,05:46 PM,16.0,65.0,88.0
2025-04-08T17:46:29.871333,05:46 PM,16.0,65.0,89.0
2025-04-08T17:46:31.436357,05:46 PM,16.0,65.0,90.0
2025-04-08T17:46:33.006792,05:46 PM,16.0,65.0,90.0
2025-04-08T17:46:34.574218,05:46 PM,16.0,65.0,89.0
2025-04-08T17:46:36.147563,05:46 PM,16.0,65.0,88.0
2025-04-08T17:46:37.719918,05:46 PM,16.0,65.0,88.0
2025-04-08T17:46:39.284822,05:46 PM,16.0,65.0,88.0
2025-04-08T17:46:40.857158,05:46 PM,16.0,65.0,87.0
2025-04-08T17:46:42.420182,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:43.991986,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:45.563211,05:46 PM,16.0,65.0,82.0
2025-04-08T17:46:47.130346,05:46 PM,16.0,65.0,82.0
2025-04-08T17:46:48.699562,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:50.267980,05:46 PM,16.0,65.0,84.0
2025-04-08T17:46:51.837083,05:46 PM,16.0,65.0,83.0
2025-04-08T17:46:53.414343,05:46 PM,16.0,65.0,83.0
2025-04-08T17:46:54.979426,05:46 PM,16.0,65.0,89.0
2025-04-08T17:46:56.546759,05:46 PM,16.0,65.0,90.0
2025-04-08T17:46:58.112842,05:46 PM,16.0,65.0,90.0
2025-04-08T17:46:59.684540,05:46 PM,16.0,65.0,90.0
2025-04-08T17:47:01.261402,05:47 PM,16.0,65.0,90.0
2025-04-08T17:47:02.829500,05:47 PM,16.0,65.0,89.0
2025-04-08T17:47:04.393737,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:05.968480,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:07.530681,05:47 PM,16.0,66.0,87.0
2025-04-08T17:47:09.100398,05:47 PM,16.0,66.0,85.0
2025-04-08T17:47:10.682655,05:47 PM,16.0,66.0,81.0
2025-04-08T17:47:12.251009,05:47 PM,16.0,66.0,80.0
2025-04-08T17:47:13.815105,05:47 PM,16.0,66.0,82.0
2025-04-08T17:47:15.388462,05:47 PM,16.0,66.0,83.0
2025-04-08T17:47:16.955232,05:47 PM,16.0,66.0,85.0
2025-04-08T17:47:18.530195,05:47 PM,16.0,66.0,86.0
2025-04-08T17:47:20.095953,05:47 PM,16.0,66.0,87.0
2025-04-08T17:47:21.665228,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:23.234171,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:24.804601,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:26.376935,05:47 PM,16.0,66.0,87.0
2025-04-08T17:47:27.942212,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:29.507422,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:31.073645,05:47 PM,16.0,66.0,89.0
2025-04-08T17:47:32.642630,05:47 PM,16.0,66.0,88.0
2025-04-08T17:47:34.224070,05:47 PM,16.0,66.0,88.0
2025-04-08T17:51:29.299955,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.317958,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.324960,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.331893,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.336928,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.337925,05:51 PM,16.0,66.0,85.0
2025-04-08T17:51:29.342932,05:51 PM,16.0,66.0,82.0
2025-04-08T17:51:29.343925,05:51 PM,16.0,66.0,82.0
2025-04-08T17:51:29.348042,05:51 PM,16.0,66.0,83.0
2025-04-08T17:51:29.350560,05:51 PM,16.0,66.0,82.0
2025-04-08T17:51:29.353153,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.357149,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.358994,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.364276,05:51 PM,16.0,66.0,85.0
2025-04-08T17:51:29.368156,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.371639,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.373462,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.374491,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.374491,05:51 PM,16.0,66.0,87.0
2025-04-08T17:51:29.375521,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.382763,05:51 PM,16.0,66.0,86.0
2025-04-08T17:51:29.386879,05:51 PM,16.0,66.0,85.0
2025-04-08T17:51:29.388619,05:51 PM,16.0,66.0,85.0
2025-04-08T17:51:29.389793,05:51 PM,16.0,66.0,83.0
2025-04-08T17:51:29.390820,05:51 PM,16.0,66.0,82.0
2025-04-08T17:51:29.390820,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.392823,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.395087,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.395087,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.395087,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.396815,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.396815,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.397878,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.398908,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.398908,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.399878,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.400874,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.400874,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.400874,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.401873,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.402106,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.402106,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.402106,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.403833,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.403833,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.404804,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.404804,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.404804,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.406097,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.406097,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.406097,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.406097,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.407938,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.407938,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.408967,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.408967,05:51 PM,16.0,66.0,81.0
2025-04-08T17:51:29.409967,05:51 PM,16.0,66.0,80.0
2025-04-08T17:51:29.410072,05:51 PM,16.0,65.0,80.0
2025-04-08T17:51:29.410072,05:51 PM,16.0,65.0,80.0
2025-04-08T17:51:29.410072,05:51 PM,16.0,65.0,80.0
2025-04-08T17:51:29.411888,05:51 PM,16.0,65.0,79.0
2025-04-08T17:51:29.411888,05:51 PM,16.0,65.0,79.0
2025-04-08T17:51:29.412924,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.412924,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.413933,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.413933,05:51 PM,16.0,65.0,77.0
2025-04-08T17:51:29.414925,05:51 PM,16.0,65.0,76.0
2025-04-08T17:51:29.414925,05:51 PM,16.0,65.0,76.0
2025-04-08T17:51:29.414925,05:51 PM,16.0,65.0,76.0
2025-04-08T17:51:29.415924,05:51 PM,16.0,65.0,75.0
2025-04-08T17:51:29.416328,05:51 PM,16.0,65.0,75.0
2025-04-08T17:51:29.416328,05:51 PM,16.0,65.0,77.0
2025-04-08T17:51:29.416328,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.416328,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.418064,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.418064,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.418064,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.418064,05:51 PM,16.0,65.0,78.0
2025-04-08T17:51:29.419802,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.419802,05:51 PM,16.0,65.0,77.0
2025-04-08T17:51:29.419802,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.421715,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.421715,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.422749,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.423739,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.424753,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.424753,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.425747,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.426159,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.426159,05:51 PM,16.0,66.0,73.0
2025-04-08T17:51:29.426159,05:51 PM,16.0,66.0,71.0
2025-04-08T17:51:29.426159,05:51 PM,16.0,66.0,71.0
2025-04-08T17:51:29.427896,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.427896,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.427896,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.429634,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.431372,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.432004,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.432004,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.433041,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.433041,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.434059,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.434059,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.435059,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.436051,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.437164,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.437164,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.438347,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.438347,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.438347,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.439374,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.439374,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.440383,05:51 PM,16.0,66.0,79.0
2025-04-08T17:51:29.440383,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.440383,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.441382,05:51 PM,16.0,66.0,78.0
2025-04-08T17:51:29.441382,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.442368,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.442368,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.443350,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.443350,05:51 PM,16.0,66.0,77.0
2025-04-08T17:51:29.443350,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.445339,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.446374,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.447374,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.448222,05:51 PM,16.0,66.0,76.0
2025-04-08T17:51:29.448749,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.448816,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.449688,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.449688,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.454323,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:29.454323,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:29.456058,05:51 PM,16.0,67.0,74.0
2025-04-08T17:51:29.456400,05:51 PM,16.0,67.0,73.0
2025-04-08T17:51:29.456400,05:51 PM,16.0,67.0,73.0
2025-04-08T17:51:29.457443,05:51 PM,16.0,67.0,73.0
2025-04-08T17:51:29.457443,05:51 PM,16.0,67.0,73.0
2025-04-08T17:51:29.458428,05:51 PM,16.0,67.0,73.0
2025-04-08T17:51:29.458428,05:51 PM,16.0,67.0,72.0
2025-04-08T17:51:29.459429,05:51 PM,16.0,67.0,72.0
2025-04-08T17:51:29.459954,05:51 PM,16.0,67.0,71.0
2025-04-08T17:51:29.459954,05:51 PM,16.0,67.0,71.0
2025-04-08T17:51:29.459954,05:51 PM,16.0,67.0,71.0
2025-04-08T17:51:29.461093,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.461093,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.461093,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.462824,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.462824,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.462824,05:51 PM,16.0,67.0,70.0
2025-04-08T17:51:29.654097,05:51 PM,16.0,67.0,74.0
2025-04-08T17:51:31.224259,05:51 PM,16.0,67.0,74.0
2025-04-08T17:51:32.783024,05:51 PM,16.0,67.0,75.0
2025-04-08T17:51:34.361628,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:35.928569,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:37.497093,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:39.067207,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:40.633709,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:42.202106,05:51 PM,16.0,67.0,75.0
2025-04-08T17:51:43.766459,05:51 PM,16.0,66.0,75.0
2025-04-08T17:51:45.337494,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:46.915260,05:51 PM,16.0,66.0,74.0
2025-04-08T17:51:48.476334,05:51 PM,16.0,66.0,73.0
2025-04-08T17:51:50.060475,05:51 PM,16.0,66.0,72.0
2025-04-08T17:51:51.628745,05:51 PM,16.0,66.0,71.0
2025-04-08T17:51:53.197842,05:51 PM,16.0,66.0,69.0
2025-04-08T17:51:54.764045,05:51 PM,16.0,66.0,69.0
2025-04-08T17:51:56.332548,05:51 PM,16.0,66.0,68.0
2025-04-08T17:51:57.901339,05:51 PM,16.0,66.0,65.0
2025-04-08T17:51:59.472994,05:51 PM,16.0,66.0,65.0
2025-04-08T17:52:01.040812,05:52 PM,16.0,66.0,67.0
2025-04-08T17:52:02.608397,05:52 PM,16.0,66.0,69.0
2025-04-08T17:52:04.179441,05:52 PM,16.0,66.0,68.0
2025-04-08T17:52:05.747593,05:52 PM,16.0,66.0,67.0
2025-04-08T17:52:07.315360,05:52 PM,16.0,66.0,64.0
2025-04-08T17:52:08.889287,05:52 PM,16.0,66.0,64.0
2025-04-08T17:52:10.455633,05:52 PM,16.0,66.0,65.0
2025-04-08T17:52:12.024031,05:52 PM,16.0,66.0,64.0
2025-04-08T17:52:13.603295,05:52 PM,16.0,66.0,64.0
2025-04-08T17:52:15.171694,05:52 PM,16.0,66.0,64.0
2025-04-08T17:52:16.739447,05:52 PM,16.0,66.0,66.0
2025-04-08T17:52:18.305234,05:52 PM,16.0,66.0,66.0
2025-04-08T17:52:19.882026,05:52 PM,16.0,66.0,69.0
2025-04-08T17:52:21.444571,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:23.017742,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:24.581515,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:26.159245,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:27.718228,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:29.285216,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:30.854742,05:52 PM,16.0,66.0,70.0
2025-04-08T17:52:32.425322,05:52 PM,16.0,67.0,70.0
2025-04-08T17:52:33.999543,05:52 PM,16.0,67.0,71.0
2025-04-08T17:52:35.567661,05:52 PM,16.0,67.0,72.0
2025-04-08T17:52:37.145168,05:52 PM,16.0,67.0,72.0
2025-04-08T17:52:38.714191,05:52 PM,16.0,67.0,72.0
2025-04-08T17:52:40.283137,05:52 PM,16.0,67.0,72.0
2025-04-08T17:52:41.852299,05:52 PM,16.0,67.0,72.0
2025-04-08T17:52:43.421832,05:52 PM,16.0,67.0,71.0
2025-04-08T17:52:44.992659,05:52 PM,16.0,67.0,71.0
2025-04-08T17:52:46.562134,05:52 PM,16.0,67.0,71.0
2025-04-08T17:52:48.130645,05:52 PM,16.0,67.0,70.0
2025-04-08T17:52:49.698271,05:52 PM,16.0,67.0,70.0
2025-04-08T17:52:51.268015,05:52 PM,16.0,67.0,70.0
2025-04-08T17:52:52.836364,05:52 PM,16.0,67.0,70.0
2025-04-08T17:52:54.406358,05:52 PM,16.0,67.0,69.0
2025-04-08T17:52:55.981976,05:52 PM,16.0,67.0,69.0
2025-04-08T17:52:57.541942,05:52 PM,16.0,67.0,68.0
2025-04-08T17:52:59.118842,05:52 PM,16.0,67.0,69.0
2025-04-08T17:53:00.686831,05:53 PM,16.0,67.0,68.0
2025-04-08T17:53:02.255618,05:53 PM,16.0,67.0,68.0
2025-04-08T17:53:03.824513,05:53 PM,16.0,67.0,67.0
2025-04-08T17:53:05.392438,05:53 PM,16.0,67.0,66.0
2025-04-08T17:53:06.961921,05:53 PM,16.0,67.0,61.0
2025-04-08T17:53:08.539137,05:53 PM,16.0,67.0,61.0
2025-04-08T17:53:10.100280,05:53 PM,16.0,67.0,60.0
2025-04-08T17:53:11.666676,05:53 PM,16.0,67.0,60.0
2025-04-08T17:53:13.232646,05:53 PM,16.0,67.0,67.0
2025-04-08T17:53:14.810545,05:53 PM,16.0,67.0,65.0
2025-04-08T17:53:16.377839,05:53 PM,16.0,67.0,65.0
2025-04-08T17:53:17.942519,05:53 PM,16.0,67.0,65.0
2025-04-08T17:53:19.517237,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:21.097797,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:22.662566,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:24.231314,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:25.802854,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:27.371326,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:28.939607,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:30.509776,05:53 PM,16.0,67.0,73.0
2025-04-08T17:53:32.080548,05:53 PM,16.0,67.0,73.0
2025-04-08T17:53:33.649865,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:35.218256,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:36.792713,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:38.353919,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:39.930661,05:53 PM,16.0,67.0,72.0
2025-04-08T17:53:41.484059,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:43.071013,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:44.636647,05:53 PM,16.0,67.0,70.0
2025-04-08T17:53:46.209179,05:53 PM,16.0,67.0,70.0
2025-04-08T17:53:47.773822,05:53 PM,16.0,67.0,70.0
2025-04-08T17:53:49.341359,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:50.910733,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:52.478035,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:54.046269,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:55.624563,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:57.191900,05:53 PM,16.0,67.0,71.0
2025-04-08T17:53:58.753161,05:53 PM,16.0,67.0,71.0
2025-04-08T17:54:00.327602,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:01.889514,05:54 PM,16.0,67.0,70.0
2025-04-08T17:54:03.474197,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:05.044118,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:06.614231,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:08.167425,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:09.755531,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:11.320570,05:54 PM,16.0,67.0,71.0
2025-04-08T17:54:12.889947,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:14.460090,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:16.028744,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:17.603638,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:19.171058,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:20.734305,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:22.295907,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:23.881873,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:25.449299,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:27.015851,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:28.581757,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:30.158040,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:31.725771,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:33.294303,05:54 PM,16.0,67.0,72.0
2025-04-08T17:54:34.865147,05:54 PM,16.0,67.0,72.0
2025-04-08T17:57:45.353725,05:57 PM,16.0,67.0,72.0
2025-04-08T17:57:45.390896,05:57 PM,16.0,67.0,72.0
2025-04-08T17:57:45.399426,05:57 PM,16.0,67.0,71.0
2025-04-08T17:57:45.403251,05:57 PM,16.0,67.0,72.0
2025-04-08T17:57:45.404261,05:57 PM,16.0,67.0,72.0
2025-04-08T17:57:45.406259,05:57 PM,16.0,67.0,72.0
2025-04-08T17:57:45.409048,05:57 PM,16.0,66.0,71.0
2025-04-08T17:57:45.413753,05:57 PM,16.0,67.0,73.0
2025-04-08T17:57:45.420284,05:57 PM,16.0,66.0,74.0
2025-04-08T17:57:45.426879,05:57 PM,16.0,66.0,74.0
2025-04-08T17:57:45.431445,05:57 PM,16.0,66.0,74.0
2025-04-08T17:57:45.435503,05:57 PM,16.0,66.0,74.0
2025-04-08T17:57:45.438980,05:57 PM,16.0,66.0,75.0
2025-04-08T17:57:45.440720,05:57 PM,16.0,66.0,75.0
2025-04-08T17:57:45.441173,05:57 PM,16.0,66.0,75.0
2025-04-08T17:57:45.441173,05:57 PM,16.0,66.0,75.0
